id,intent,text
4600,Other,Caller inquiring about Loan Repayment Program.
4601,Other,"Good Afternoon, Heart of Florida Health Center initiated an application for FY 2021 School-Based Service Sites in EHB. Due to unforeseen circumstances, we elected not to complete and submit our application. Would you please advice the steps necessary to remove our unsubmitted application from EHB so it no longer appears as a Task - a very late task? Thank you."
4602,Other,Jason Sanchez called in to request assistance with starting a Prior Approval request in the EHB to complete a PD change.
4603,Other,Grantee called in to request assistance with updating their Entity Subdivision name in the OPAIS system. Grantee reports that the entry did not match information in the EHB.
4604,Other,Caller requesting assistance with being added as a point of contact with the National Health Service Corp.
4605,Other,Caller needed assistance with obtaining their FQHC LAL designation number.
4606,Other,"Grantee wanted to know if a user clicks on the application link and enters the eligibility code to start the C8F application, must every user also click on the link and enter the code when they want to access the application."
4607,Other,I have two teeth that are rotten and will have to be cut out.
4608,Other,"Tracking #CIS00115900
Good Morning:
I am attempting to withdraw a CIS currently showing a HRSA Review Status of 'Review in Progress'.  I believe I have requested to withdraw this submission back on May 5, 2021 however, my Project Officer cannot see that request.  I have accessed the CIS this morning and no longer see 'Request Withdrawal' selection under Options.

Please feel free to reach out via email if you need further information; I do have a screen shot that I can forward if helpful.

Thank you!

Gwen Redmond
East Bay Community Action Program"
4609,Other,Grantee called in to inquire when funds will be released for ARP grant for H80's.
4610,Other,Grantee called in to report that they are unable to attach a .doc file to the Checklist section of their CIS request.
4611,Other,Individual looking for Hepatitis treatment with no insurance.
4612,Other,"Grantee wanted to know who the application owner is for the C8E application. She stated that when she tried to access the application, she received an error message ""An organization can create only one application for this funding cycle. Please contact the HRSA Contact Center for more information""."
4613,Other,Caller (Tonya) was inquiring if the due date of the application in the EHB is the exact due date they need to submit it.
4614,Other,"Please delete the following temporary service site from grantee's scope of project
Grantee: Lake Superior Community Health Center
Grantee#:  H80CS00811
Temporary Site Name: Rainbow Center
Temporary Site Address: 211 North 3rd Avenue East, Duluth, MN 55805
Resolution Date: 5/29/2021

Thank you."
4615,Other,Individual calling looking for affordable dental services.
4616,Other,User requesting permissions to edit/submit Other Submissions for H8F grant.
4617,Other,"Health Center is requesting to add 2 temporary emergency sites due to the COVID-19 Pandemic:
Community Health Alliance of Pasadena H80CS04220
?	Site Name: Young & Healthy 
Temporary Site Address: 136 W. Peoria Street, Pasadena, CA 91103
Division Director's approved effective date for the NoA is May 26, 2021
?	Site Name: Altadena Seventh-day Adventist Church
Temporary Site Address: 2609 Lincoln Avenue, Altadena, CA 91001
Division Director's approved effective date for the NoA is May 27, 2021
Contact number: 626-993-1207
The approved effective date on Form 5B must correspond with the Division Director's approved effective date."
4618,Other,Individual looking for COVID health services through the Uninsured Program.
4619,Other,Is there a Form 6A that is fillable? Where can I find it?
4620,Other,Individual calling in about their prescription coupon expiring. Related to 340B Program.
4621,Other,User called in requesting assistance for the Nursing Core Application.
4622,Other,"E mail message system problem in the western region of Puerto Rico, Lajas Center. 

The same problem has been going on for weeks. As a patient, when I click the ""sent"" button, nothing happens. This is when, the message is sent to ""ask doctor."" I would like to see this service restore, for the reason is less time on the phone for both myself and the employee."
4623,Other,Health care provider reaching out to inquire about the COVID Uninsured Program.
4624,Other,"My grantee is in the process of reviewing their Form 5A. They noticed there was an incorrect address on one of the sites from over 13 years ago. The address in EHB is 103 SW US 27, Branford, FL 32008 and is incorrect.The correct address is 103 US Highway 27 SW, Branford, FL 32008.  This is the address on file for Medicare, Medicaid and OPA.  Attached is a Medicare ID report also showing the correct address."
4625,Other,"Grantee called stating that she is unable to access her submission because it is grayed out but some few minutes later, she is able to access it and does not technical assistance."
4626,Other,Grantee needed assistance with locating her APR.
4627,Other,Provider's office looking for claim number for a previous reimbursement via the Provider Relief Fun.
4628,Other,Grantee needed assistance with accessing the APR C8E application.
4629,Other,FQHCA
4630,Other,"Hello - I am covering for a PO whose grantee has submitted an H8F extension request, however per instructions H8F grants, I am unable to retrieve the task from the PO's queue. H8FCS41274 David Raines CHC grantee's Submission confirmation #00286931 Please reassign the task to my queue."
4631,Other,Freestanding clinic called in to inquire whether they could obtain vaccines from the HRSA COVID Vaccine Program.
4632,Other,Caller inquiring about billing for their COVID testing site. Related to CARES Act Provider Relief Fund.
4633,Other,Grantee called requesting for an eligibility code to access their C8E application.
4634,Other,"Grantee was inquiring about the differences between a AO, who a AO is and who can submit an application to HRSA. Grantee also wanted to know who can access the C8E application and how she can get access to it."
4635,Other,Grantee was inquiring about the UEI based on an email he received.
4636,Other,"Grantee left voicemail to inquire whether they need to submit a CIS to provide services at a county prison, but they will not be operating from that location. Also inquired whether FTCA would provide coverage to the provider in this scenario."
4637,Other,PO called in to request assistance with facilitating a address change for a grantee's mobile van.
4638,Other,Grantee called in to request assistance with submitting a change-requested CIS.
4639,Other,Please send verification code to open application
4640,Other,We have been receiving multiple small ACH payments over the past month or so in our bank account that are labeled 'COVID19 HRSA HCCLAIMPMT'.  I have sent these ACH payments over to our accounts receivable team and they are not able to process these payments because there is no EOB to let our accounts receivable team know where to post the payment(s).  We are not sure what these payments are for in order to record them correctly. I am looking for someone to help me figure out what these payments are for.
4641,Other,Question about the FY 2021 American Rescue Plan HRSA -21-114. I am not sue if our facility received our authorized code? Has it been mailed and if can it be resent please?
4642,Other,Grantee called in requesting for their H8F award submission be returned to their EHB because it has some errors.
4643,Other,"I am trying to download a blank SF-424A from the H8F TA page, but when I use the link on the page it does not work."
4644,Other,This information is not correct on here and I want to edit the organization to Hodgman County Community Center and Its in KS. I also can't find the application to C8E on grants.gov or the application your website. Please tell me how to apply.
4645,Other,"D?Source Transportation was established with the knowledge of what is needed in a community that has had numerous devastation and lack of economic opportunities since the flood of 1994. Macon County has been rated number one for in the state of Georgia for unemployment for many years. As of today it is rated number five in the state of Georgia for employment. In 2013county was devastated by the loss of its local hospital. The nearest hospital is more than 25 miles in either direction. Five hospitals in the state of Georgia are closed. Macon County is one of them. Many people have left this county in search of a better way of life. What happens to the people that have nowhere to go? The nearest VA Hospital is about two hours away. There are no taxi's or little transit systems available in this county. Macon County Transit System has contracted its transit system to a third-party.
With your support and generosity D'Source Transportation is hoping to expand and reach out into more areas such as checking on clients, helping assist with housing, food, social security and medical attention. D'Source is clear in their value and is avid about securing opportunities and helping others."
4646,Other,"I am submitting a Change in Scope request on behalf of my grantee to add a second temporary emergency site as a result of the loss of a health center operating site to a fire which has displaced the health center operations during the COVID-19 pandemic public healthcare crisis. The grantee secured additional temporary lease space in Bonham, TX, (in addition to what has already been temporarily approved by HRSA) that will allow them to get fully operational. Please find below supporting information for this request:

Grant Number: H80CS00675
Health Center Name: Community Health Service Agency, Inc. of Hunt County dba Carevide 
Temporary Site Name: Carevide Bonham
Temporary Site Address: Bonham Medical Plaza, 1211 East Sixth St., Suite 600, Bonham, TX, 75418
Health Center Contact Info: Michelle Carter, CEO, 903-455-5986 (office) or 903-439-5162 (cell phone)
Division Director?s Approved Effective Date: 06/03/2021
Expiration Date: 09/01/2021
Please note that the effective date on Form 5B must correspond with the Division Director?s approved effective date."
4647,Other,"Can your group assist with this change?

Good afternoon Kathy,


In regard to below and attached adjustment in scope that the board has approved, I attached 2 documents to support the Bethune site address change. Again, it is listed on Form 5B attached as ?103 Main St N Bldg, Bethune, SC 29009?, but it should be ?103 Main St South, Bethune, SC 29009?. This was due to being told the wrong address by the Town that owns the building when we started leasing it. We also called and spoke with county mapping who finally decided on ?South?. So we began this process of correcting it. Please let me know if you need anything else.

Thank you."
4648,Other,"DELETE SITE: The grantee has requested to delete a temporary Covid site from their scope of project.
o Konza Prairie Community Health Center - Grant # H80CS00210
o Temporary Site Name: Konza Prairie COVID Care Manhattan Medical Center  
o Temporary Site Address: 1133 College Ave Bldg A, Manhattan, KS 66502"
4649,Other,Application American Rescue Plan - Health Center Construction sand Capital Improvement
4650,Other,"Good Day EHB Helpdesk:

I am contacting the EHB Helpdesk again to request an Administrative Scope Change for an H80 grantee.  The grantee is requesting these changes to align with the new fire code, according to the Fire Marshall.  Please see attachments for justification. I  would be happy to provide additional information if needed.

Awardee's Grant Number: H80CS00728
Name of Site: Carolina Family Health Center

Site ID
Site Name
Current Address
Requested Change
BPS-H80- 003957
Harvest Family Health Center
8282 S. NC Highway 58, Elm
City, NC 27822
8250 South NC 58, Elm City,
NC 27822
BPS-H80-
018937
Carolina Family Dental
Center
8282 S. NC Highway 58,
Building A, Elm City, NC 27822
8282 South NC 58, Elm City,
NC 27822


Regards,

LCDR Velisa Shivers
Project Officer"
4651,Other,Caller inquiring about the Provider Relief Fund.
4652,Other,"?	Big Sandy Health Care
?	H80CS00619
?	Temporary Site Name: Hope Family Health Services
?	Temporary Site Address: 194 Beriah Blvd, Salyersville, KY 41465  
This site is listed twice; one as a pediatric site and one as a temporary site. The temporary site should be deleted as the grantee has already submitted a CIS to add the pediatric site and remove the temporary site back in November of 2020, that was approved."
4653,Other,"________________________________
From: Kathie Sharit <kathiesharit13@gmail.com>
Sent: Saturday, June 12, 2021 1:04:54 AM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: HELP ME PLEASE

I completely understand why I have been neglected , and it is best for the community. I wish to Amend my EHR FOR DISCLOSURE  to my mother who really in legal terms is my power of attorney. I?m also submitting myself to this program/ research, if I can get some help and I will do what ever it is that you want me to do, I?m dying and I have know idea what kind of cancers I have or have any clue to when something tragic is going to happen. Dallas based tenet healthcare corp, please help me in any way possible."
4654,Other,Grantee called in to report an error on the Form 5B section of the ARP Capital Grant application.
4655,Other,Individual looking for dental services.
4656,Other,Grantee called in to inquire how to go about deleting temp site from Form 5B.
4657,Other,Grantee called in to check on the status of an CIS request submitted 5/25/21. Looking for NOA.
4658,Other,How can I edit the Project Title? Is it editable? Do I need to delete and start a new one to be able to change the Project Title?
4659,Other,Grantee called in to request assistance location the Form 5B.
4660,Other,PO called in to request a listing of all temp site requests that have been processed for their grantees in the EHB.
4661,Other,"Health center name: Philadelphia FIGHT 
Grant #: H80CS26634
The following temporary sites are no longer active and should be deleted from the Form 5B:
1.	Temporary Site- Kensington Testing Site
2646 Kensington Ave, Philadelphia, PA 19125-1122

2.	Temporary Site - Philadelphia FIGHT PAL
609 Snyder Ave, Philadelphia, PA 19148-2418

3.	Temporary Site: Francis Scott Key Testing Site
2230 S 8th St, Philadelphia, PA 19148-3101
Thank you"
4662,Other,"The following temporary site is no longer active and should be removed from Form 5B:
Health Center:  Resources for Human Development 
Grant # H80CS00718
Temporary Site - FPCN/ Holiday Inn	
1305 Walnut Street, Philadelphia, PA 19107
Thank you"
4663,Other,Grantee needed assistance with accessing the ARP capital C8E funding application.
4664,Other,Grantee called in to request their eligibility code for the ARP-Capital Grant Application.
4665,Other,User requested the eligibility code be resent.
4666,Other,Caller inquiring about the Provider Relief Fund.
4667,Other,Individual with questions about bills received and needs assistance with Ryan White grant.
4668,Other,I am working on the grant for my CEO James Oliver.  his EHB login is jeo0705@yahoo.com.  He does not have access to the the C8E grant and did not get an email with instructions. How to we gain access to complete the grant application.   Please contact me on my cell at 601-383-4044 Donnell Greene
4669,Other,Where do I apply for the Capital Grant? I do not see this on EHB home screen
4670,Other,"We have an excel document in SharePoint that will only open in 'Excel Online'.  The file is called H8F Workbook April 2021 and is on the SharePoint page https://sharepoint.hrsa.gov/sites/bphc/oppd/SitePages/CT.aspx?RootFolder=%2Fsites%2Fbphc%2Foppd%2FCT%2FOne%2DTime%20Programs%2FHRSA%2D21%2D112%2DARPA%20%28H8F%29&FolderCTID=0x012000D0BB9B239D1175458BC4E2FDEDC9987F&View=%7B1455137D%2D589C%2D4F2D%2D898E%2D631DDAAC521B%7D.  We get an error message that says: ""Sorry, we couldn't open <the file address>""  We need to be able to open this file to get the current data that has been entered through the online editing."
4671,Other,"I'm a BSN, RN interested in providing foot care in my community. I've been told by two different people to contact you all in regards to the LEAP Program for foot training assistance. Will you please provide information regarding this program? 
Thank you"
4672,Other,Caller is calling wanting to know how and where she can qualify for the American Rescue Plan.  She stated that she is doing research for a healthcare provider.
4673,Other,There is a virtual Job Fair tomorrow evening and I am trying to register for it.  Please help
4674,Other,Hello! We have a mobile unit that is attached to a site that we will be closing and moving to a new location. We would like to update the address associated with the mobile unit to another one of our existing health centers but I don't see a way to do that without adding an entirely new site for the mobile unit and deleting the existing mobile unit site from our scope. Please let me know if there is an easier way to approach this change. Thanks!
4675,Other,Our HMS Mining District Clinic has an address change due to the Village updating street numbers for improved public safety and emergency response.  I have the documentation from the Village on the change.
4676,Other,PO is following up on a issue regarding ticket 01172832.  She states the grantee is worried and wants to know if the grantee will be locked out of the ARP Capital application.
4677,Other,Grantee called in to confirm what the due date of the C8E application. She stated that the due date is showing as 06/24 at 11:59pm in EHB however the NOFO says it is due at 5.
4678,Other,Applicant of the ARP-Capital Grant called in to verify the deadline time for the application.
4679,Other,"Please delete the following temporary service site from the health center?s scope of project.

Health Center Name and Grant/LAL Number: MyCare Health Center, H80CS26572
Temporary Site Name: Center Line Testing Site
Temporary Site Address: 6790 E. 10 Mile Road, Center Line, MI 48015-1166"
4680,Other,Consoladated budgets are not updating.. Jira Reference Id :EHBSOPS-50204
4681,Other,"A couple weeks ago our COO started to enter a new Change In Scope (CIS) for our New Campus on 721 Miami Chapel Road, Dayton. While she was trying to enter the data,  and the EHB would not let her enter the data because the EHB stated that it was already in our scope.
In November, 2020, we had to rescind a Capital grant that we received because it impacted the New Market Tax Credit timing that we had.
.If this is acceptable, we would not have to enter in a new CIS. We would just update it when we physically move into the building in January 2022 since it states we have until 2023 to add it to our scope.   I have checked with our Project Officer and she wanted me to get verification from BPHC this is acceptable.. 
The information regarding the site is listed below.. Thanks. for your help.

BPS-H80-031632	
Five Rivers Health Centers -- New Campus	
721 Miami Chapel Rd, Dayton, OH 45417	
Administrative/Service Delivery Site	
Pending Verification	
Permanent	 
Update"
4682,Other,Hello.  Does Ryan White grant offer facial fillers for HIV patients without insurance?
4683,Other,"The following H8F Award submission have been revised and all minor A/R activities have been removed.  Please delete / remove from the EHB both the NEPA and the A-E TAR reviews associated with the following awards:
Central Mississippi Civic Improvement Association, Inc. ? Award # H8FCS40787; TARs for 00288261-01 
1st Choice Healthcare, Inc. ? Award # H8FCS40935; TARs for 00287096-01 and 00287096-02
HEART OF FLORIDA HEALTH CENTER, INC. ? Award # H8FCS40658; TARs for 00287684-01
Plus these partial closures (deleted project sites)
Centro San Vicente ? Award # H8FCS40667; close only the TARs for Site 00287261-02
- New Horizon Family Health Services, Inc. ? Award # H8FCS41711; close only the TARs for 00288688-02 and 00288688-05"
4684,Other,User called complaining about her insurance and she needs to do an MRI.
4685,Other,Grantee called requesting for assistance with her data 2000 waiver training payment application. She needed assistance with getting CMS Certification Number (CCN) ?
4686,Other,"I submitted a self-update CIS and added the effective date twice, but when the project officer starts her review, the date is gone. EHB sometimes randomly removes the date. CIS Request (Tracking No: CIS00121439)"
4687,Other,"Emergency Change In Scope Request - Temporary Site Addition (LALCS33334)
Site Address: The Summit Church  3249 Blue Ridge Road,  Raleigh, NC  27612
Effective Date: 6/14/2021"
4688,Other,"I used the Benefit Finder questionnaire which led me to this page, https://www.benefits.gov/benefit/610. When attempting to apply for Consolidated Health Centers I am unable because the link provided is dead. How do I apply for Consolidated Health Centers properly?"
4689,Other,Grantee called in to inquire about an email notification received from HRSA about their ARP-Capital grant application that has been started but not been submitted in the EHBs. Grantee asked for the opportunity number and tracking # of their application.
4690,Other,"Hi! I am writing to see if health insurers who do cover birth control without a religious exemption have to cover all forms of female sterilization (i.e. all billing codes related to encounter for sterilization, such as a salpingectomy), and if the follow up care includes an additional surgery for a complication, if that's covered as well. Appreciate your insight!

Best, 
Sarah"
4691,Other,"Housing Works Health Center (H80CS26191)
Emergency Temporary Site	Emergency Temporary Site Location	Approved Effective Dates
Hotel Wolcott	4 West 31st Street, NY, NY 10001	6/30/2021
Wyndham Garden Inn	6127 186th Street, Fresh Meadows, NY 11365 	effective date 6/30/2021
Holiday Inn Express LaGuardia	113-10 Horace Harding Expressway, Queens, NY 11368 effective date 6/30/2021
Fairfield Inn & Suites	29-27 40th Rd, Long Island City, NY 11101 effective date 6/30/2021
Site Type: Service Delivery  
Site Phone Number: Patricia Troy 845-674-3354 
Site Setting: Hotel 
Location Type: Temporary Housing? Up to 3 Months 
FQHC Site Billing Number Status: Not Submitted 
Site Operated by: Direct 
Service Area ZIP Codes: 10001, 11365, 11368, 11101
Total Hours of Operation: 40"
4692,Other,This is in regards to Grant # - H80CS00501. I'm looking to apply for the additional funding with this grant and noticed the template to complete is missing. Can someone please assist with this matter. I can be reached at 803-900-6448. Thanks in advance!!
4693,Other,"________________________________
From: Devonish, Donna (HRSA) <DDevonish@hrsa.gov>
Sent: Thursday, July 1, 2021 1:51:50 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: is this portal active? and if so who answers inquiries?



D. Devonish, BS, MS
Senior Public Health Analyst (Project Officer)
301-443-8938"
4694,Other,Grantee called stating that he received a confirmation email for his COVID-19 survey with date June 30 while he submitted the survey at 06/29.
4695,Other,"Administrative CIS's needed.
Per Bona Lee?s instruction in the attached email, I am sending this request to change the effective date to 3/1/2021 for the following CISs:

CIS00115675

CIS00115639

CIS00115638

CIS00115637

CIS00115631"
4696,Other,Grantee called in to inquire about an email notification about the ARP-Capital (C8E) grant application being started but not submitted to HRSA. Also inquired when their SAC Application is due.
4697,Other,"Health Center wants to delete the following temporary sites from scope.  Santa Clara Valley Health and Hospital System.  Grant Number:H80CS01442
	Vaccine Administration Name 	Vaccine Administration Address 
1	Santa Clara County Mass Vaccination Site 2 (Berger) 	1555 Berger Dr, Building 2, San Jose, CA 95112 
2	Santa Clara County Mass Vaccination Site 4 (Levi's) 	4900 Marie P DeBartolo Way, Santa Clara, CA 95054 
3	Santa Clara County Mass Vaccination Site 1 (Expo) 	344 Tully Rd, Expo Hall, San Jose, CA 95111 
4	Santa Clara County Mass Vaccination Site 3 (Mountain View) 	201 S. Rengstorff Ave, Mountain View, CA 94040 
5	Santa Clara County Mass Vaccination Site 5 (Emmanuel Baptist Church) 	467 N White Road, San Jose, CA 95127 
6	Santa Clara County Mass Vaccination Site 6 (Gilroy High School) 	750 West 10th Street, School Gym, Gilroy, CA 95020"
4698,Other,Help with the cost of Lynparza 150 mg dose 4 a day .
4699,Other,Grantee stated that he needs access to the grant history.
4700,Other,"Health Center has requested that the two temporary sites, which served as COVID service related, below be removed:

Esperanza Health H80CS06644

Site 1: Temporary Site-Kensington Emergency Drop-in Center - 2821 Kensington Ave, Philadelphia, PA 19134 
Site 2: Temporary Site-Kensington Covid Testing/Treatment Center - 2751 Kensington Ave, Philadelphia, PA 19134"
4701,Other,Caller inquiring about the Substance Use Disorder Treatment and Recovery Loan Repayment Program.
4702,Other,"H80CS00743) Request: Temporary site is due to COVID-19 Emergency response 
Temporary site name: Barnstable Senior Center, 825 Falmouth Rd. Hyannis, MA 02601 Effective Date: 4/14/2021 Contact phone number: 978-878-8510 
The site is due to expire 7/14/21.  The health center is requesting to delete the site from the scope effective 7/14/21."
4703,Other,"H80CS00743 Request: Temporary site is due to COVID-19 Emergency response 
Temporary site name: Barnstable Senior Center, 825 Falmouth Rd. Hyannis, MA 02601 Effective Date: 4/14/2021 Contact phone number: 978-878-8510 
The site is due to expire 7/14/21.  The health center is requesting to delete the site from the scope effective 7/14/21."
4704,Other,"Housing Works Health Services III, Inc. H80CS26191 would like to delete the two temporary sites listed below. The NY DHHS has terminated these two sites.
 ?	TEMPORARY SITE: Howard Johnson 235 24th St, Brooklyn, NY 11232-1406
?	TEMPORARY SITE: Spring Hill Suites 112-15 Northern Blvd, Corona, NY 11368"
4705,Other,"I am submitting a request for the deletion of two temporary sites on Form 5B for: 

Family Medicine Residency of Idaho, 
H80CS26601
1.   Temporary Site-Family Medicine Health Center, Mobile Van.  777 N Raymond St, Boise, ID 83704
2. Temporary Site - Family Medicine Health Center, Respite Site-Red Lion Hotel, Rooms 301-348.  1800 W Fairview Ave Rm 301-348, Boise, ID 83702"
4706,Other,"HC REQUESTS TO CLOSE OUT TEMPORARY SITE 

Site Id: BPS-H80-032153

Temporary Site - COVID-19 Community Testing and Flu Clinic 

70-80 Talbot Avenue, Dorchester, MA 02124 

Effective 06/25/2021"
4707,Other,Applicant for the Data Waiver Training Program with inquiry about the CMS Certification Number.
4708,Other,"Designee called in to request assistance with deleting a CIS request and starting a new one.
Also inquired whether a different site needs to be listed on the Form 5B if only doing case management."
4709,Other,Applicant called in to request assistance with identifying their Applicant ID for their grants.gov application.
4710,Other,Grantee called stating that she cannot find form 6A in the EHB.
4711,Other,"Heart of Florida received the approved NOA for the addition of 1536 S Pine Ave. Ocala, Florida 34471 CIS Tracking Number CIS00116404 on 07/06/2021  Grant ID H8012859.  I need to add this site into the OPA before the registration closes for July.  It still shows in the OPA website that it hasn't been verified.  We need this verified since we have already received the NOA.  Any help would be appreciated.  Thanks!"
4712,Other,Grantee called in to request the url to the weekly COVID survey.
4713,Other,"We did not receive a vaccine survey this week. As such, we are submitting the addendum report."
4714,Other,Grantee called in to inquire where they can find this week's COVID survey.
4715,Other,"Delete Temporary Change in Scope
Stephen F. Austin Community Health Center, Inc., dba Community Health Network (CHN) H80CS11255
Temporary site name: Angleton Fairground Test Site
Address: 901 S. Downing, Angleton, TX 77515"
